Education_Sector,School_Name,School_Type,Address_Line_1,Address_Town,Address_Postcode,Full_Phone_No,longitude,latitude
Government,Lyndhurst Secondary College,Secondary,950 South Gippsland Highway,Cranbourne,3977,03 5996 0144,145.271218,-38.075011
Government,Daylesford Secondary College,Secondary,39 Smith Street,Daylesford,3460,03 5348 2367,144.151851,-37.33466597
Government,Dromana Secondary College,Secondary,110 Harrisons Road,Dromana,3936,03 5987 2805,145.013582,-38.342636
Government,Grovedale College,Secondary,19 Wingarra Drive,Grovedale,3216,03 5245 4545,144.3271514,-38.2110078
Government,Irymple Secondary College,Secondary,975 - 1011 Karadoc Ave,Irymple,3498,03 5024 5407,142.1647031,-34.23232674
Government,Crusoe 7-10 Secondary College,Secondary,57 - 75 Olympic Parade,Kangaroo Flat,3555,03 5447 7722,144.234183,-36.79075
Government,Peter Lalor Secondary College,Secondary,35 Duncan Road,Lalor,3075,03 9464 0122,145.0131559,-37.66690584
Government,Lilydale Heights College,Secondary,17-19 Nelson Road,Lilydale,3140,03 9735 1133,145.3414068,-37.7458221
Government,Staughton College,Secondary,Wilson Road,Melton South,3338,03 9743 4622,144.567745,-37.708271
Government,Chaffey Secondary College,Secondary,261-289 Deakin Avenue,Mildura,3500,03 5023 0538,142.147985,-34.19573
Government,Bentleigh Secondary College,Secondary,Vivien St,Bentleigh East,3165,03 9579 1044,145.0599114,-37.92767095
Government,Mount Clear College,Secondary,59 Olympic Avenue,Mount Clear,3353,03 5330 1500,143.8767265,-37.60741829
Government,Rosehill Secondary College,Secondary,Sapphire Street,Niddrie,3042,03 9337 2488,144.886183,-37.746679
Government,Northern College of the Arts and Technology,Secondary,62 Murray Road,Preston,3072,03 9478 1333,145.025372,-37.740069
Government,McGuire College,Secondary,92-100 Wilmot Road,Shepparton,3630,03 5858 9800,145.408146,-36.39895
Government,Swinburne Senior Secondary College,Secondary,505 Burwood Road,Hawthorn,3122,03 8862 4400,145.040821,-37.823135
Government,Victorian College Of The Arts Secondary School,Secondary,57 Miles Street,Southbank,3006,03 8644 8644,144.964767,-37.828229
Government,Brauer Secondary College,Secondary,Caramut Road,Warrnambool,3280,03 5560 3888,142.458924,-38.358714
Government,Wyndham Central Secondary College,Secondary,101 Shaws Road,Werribee,3030,03 9741 4911,144.653628,-37.888964
Government,Weeroona College Bendigo,Secondary,383 Napier Street,Bendigo,3550,03 5443 2133,144.29798,-36.73893
Government,Whittlesea Secondary College,Secondary,55 Laurel Street,Whittlesea,3757,03 9719 1200,145.1201751,-37.5150463
Government,Alexandra Secondary College,Secondary,Downey Street,Alexandra,3714,03 5770 2000,145.701477,-37.19449
Government,Auburn High School,Secondary,26 Burgess Street,Hawthorn East,3123,03 9822 3247,145.044628,-37.839849
Government,Ballarat High School,Secondary,Sturt Street West,Ballarat,3350,03 5338 9000,143.8184333,-37.55481059
Government,Balwyn High School,Secondary,Buchanan Avenue,Balwyn North,3104,03 9819 7911,145.0767724,-37.79785922
Government,Bayswater Secondary College,Secondary,14 Orchard Road,Bayswater,3153,03 8720 7555,145.261998,-37.83903
Government,Beaufort Secondary College,Secondary,1/37 Park Road,Beaufort,3373,03 5349 2305,143.382486,-37.438844
Government,Beaumaris Secondary College,Secondary,117 - 136 Reserve Road,Beaumaris,3193,3,145.034123,-37.978843
Government,Beechworth Secondary College,Secondary,85 Balaclava Road,Beechworth,3747,03 5728 1264,146.690764,-36.34722
Government,Belmont High School,Secondary,Rotherham Street,Belmont,3216,03 5243 5355,144.3305875,-38.17555773
Government,Bendigo Senior Secondary College,Secondary,40 Gaol Road,Bendigo,3550,03 5443 1222,144.279586,-36.7551
Government,Berwick Secondary College,Secondary,Manuka Road,Berwick,3806,03 8768 1000,145.364182,-38.031068
Government,Blackburn High School,Secondary,60 Springfield Road,Blackburn,3130,03 8804 6464,145.149893,-37.81037
Government,Outdoor School,Pri/Sec,1 Black Possum Road,Bogong,3699,03 5754 1732,147.225366,-36.804077
Government,Box Hill High School,Secondary,1180 Whitehorse Road,Box Hill,3128,03 9877 1177,145.137953,-37.820639
Government,Braybrook College,Secondary,352 Ballarat Road,Braybrook,3019,03 9312 2900,144.847568,-37.777975
Government,Brentwood Secondary College,Secondary,65-71 Watsons Road,Glen Waverley,3150,03 8545 0300,145.1663432,-37.89950842
Government,Brighton Secondary College,Secondary,120 Marriage Road,Brighton East,3187,03 9592 7488,145.019119,-37.920156
Government,Broadford Secondary College,Secondary,2-12 Pinniger Street,Broadford,3658,03 5784 1200,145.040033,-37.204375
Government,Buckley Park College,Secondary,Cooper Street,Essendon,3040,03 9331 9999,144.897755,-37.747117
Government,Camberwell High School,Secondary,Prospect Hill Road,Canterbury,3126,03 9836 0555,145.072724,-37.830151
Government,Canterbury Girls Secondary College,Secondary,16 Mangarra Road,Canterbury,3126,03 9830 5099,145.070325,-37.819878
Government,Casterton Secondary College,Secondary,27 Mt Gambier Road,Casterton,3311,03 5581 1588,141.387493,-37.588796
Government,Cheltenham Secondary College,Secondary,73-75 Bernard Street,Cheltenham,3192,03 9555 5955,145.068585,-37.953335
Government,Cobram Secondary College,Secondary,25-47 Warkil Street,Cobram,3644,03 5871 1700,145.654121,-35.913605
Government,Cohuna Secondary College,Secondary,6415 Murray Valley Highway,Cohuna,3568,03 5456 2555,144.226425,-35.813503
Government,Cranbourne Secondary College,Secondary,Stawell Street,Cranbourne,3977,03 5996 3544,145.286641,-38.108126
Government,Croydon Community School,Secondary,177-181 Mt Dandenong Road,Croydon,3136,03 9724 2900,145.278928,-37.798422
Government,Mount Alexander 7-12 College,Secondary,167-175 Mt Alexander Road,Flemington,3031,03 9376 1622,144.933264,-37.782351
Government,Dimboola Memorial Secondary College,Secondary,66 Ellerman Street,Dimboola,3414,03 5389 1460,142.034409,-36.449839
Government,East Doncaster Secondary College,Secondary,20 George Street,Doncaster East,3109,03 9842 2244,145.158872,-37.782173
Government,Donald High School,Secondary,2-16 Camp Street,Donald,3480,03 5497 1205,142.973962,-36.370779
Government,Doncaster Secondary College,Secondary,123 Church Road,Doncaster,3108,03 9848 4677,145.138053,-37.784581
Government,Drouin Secondary College,Secondary,South Road,Drouin,3818,03 5625 1002,145.850978,-38.144659
Government,Eaglehawk Secondary College,Secondary,1-3 Reserve Street,Eaglehawk,3556,03 5446 8099,144.262694,-36.720264
Government,Eltham High School,Secondary,30-60 Withers Way,Eltham,3095,03 9430 5111,145.1424858,-37.72464493
Government,Elwood College,Secondary,101 Glenhuntly Road,Elwood,3184,03 9531 9566,144.984486,-37.881989
Government,Epping Secondary College,Secondary,Mcdonalds Road,Epping,3076,03 9401 2599,145.0328343,-37.64428686
Government,Euroa Secondary College,Secondary,26 Campbell St,Euroa,3666,03 5795 2512,145.5648,-36.758203
Government,Fairhills High School,Secondary,Scoresby Road,Knoxfield,3180,03 9758 5022,145.259328,-37.872665
Government,Bendigo South East 7-10 Secondary College,Secondary,Ellis Street,Bendigo,3550,03 5443 4522,144.2993103,-36.7761957
Government,Gilmore College For Girls,Secondary,298 Barkly Street,Footscray,3011,03 9689 4788,144.894886,-37.799098
Government,Foster Secondary College,Secondary,2 - 10 Pioneer Street,Foster,3960,03 5682 2066,146.197413,-38.651737
Government,Frankston High School,Secondary,97 Foot Street,Frankston,3199,03 9783 7955,145.1284347,-38.16056162
Government,Geelong High School,Secondary,385 Ryrie Street,East Geelong,3219,03 5225 4100,144.373726,-38.153026
Government,North Geelong Secondary College,Secondary,86-132 Separation Street,North Geelong,3215,03 5240 5800,144.341359,-38.110384
Government,Gisborne Secondary College,Secondary,95 Melton Road,Gisborne,3437,03 5428 3691,144.5847741,-37.49811364
Government,Gladstone Park Secondary College,Secondary,14 - 36 Taylor Drive,Gladstone Park,3043,03 9933 0500,144.890816,-37.68921
Government,Bundoora Secondary College,Secondary,53 Balmoral Avenue,Bundoora,3083,03 9467 1511,145.061579,-37.70757147
Government,Western Port Secondary College,Secondary,215 High Street,Hastings,3915,03 5979 1577,145.17524,-38.307988
Government,Healesville High School,Secondary,10 Camerons Road,Healesville,3777,03 5962 4088,145.5319733,-37.64356325
Government,Heywood District Secondary College,Secondary,Gorrie Street,Heywood,3304,03 5527 1303,141.6204999,-38.12926753
Government,Highvale Secondary College,Secondary,Capital Avenue,Glen Waverley,3150,03 9803 5144,145.176723,-37.86624
Government,Kerang Technical High School,Secondary,Murray St,Kerang,3579,03 5452 1062,143.913802,-35.725651
Government,Kensington Community High School,Secondary,405 Racecourse Rd,Kensington,3031,03 9376 1953,144.925577,-37.787909
Government,Kew High School,Secondary,1393 Burke Road,Kew East,3102,03 9092 7500,145.061556,-37.794722
Government,Koonung Secondary College,Secondary,615 Elgar Road,Mont Albert North,3129,03 9890 9662,145.116155,-37.803729
Government,Koo Wee Rup Secondary College,Secondary,Rossiter Road,Koo Wee Rup,3981,03 5997 1444,145.4957842,-38.19701512
Government,Korumburra Secondary College,Secondary,125 Jumbunna Road,Korumburra,3950,03 5655 1566,145.8039,-38.44387
Government,Kyabram P-12 College,Pri/Sec,57 Fischer Street,Kyabram,3620,03 5851 2100,145.056207,-36.317476
Government,Kyneton Secondary College,Secondary,1-9 Epping Street,Kyneton,3444,03 5421 1100,144.4581707,-37.25132966
Government,Lalor Secondary College,Secondary,118 David Street,Lalor,3075,03 9463 7300,145.0306228,-37.67265939
Government,Lalor North Secondary College,Secondary,114 Childs Road,Epping,3076,03 9401 3888,145.034958,-37.66098319
Government,Lilydale High School,Secondary,25 Melba Avenue,Lilydale,3140,03 9735 5644,145.3452169,-37.76073331
Government,Lorne P-12 College,Pri/Sec,15 Grove Road,Lorne,3232,03 5289 1585,143.9738904,-38.53917804
Government,Lyndale Secondary College,Secondary,170-174 Gladstone Road,Dandenong North,3175,03 9795 2366,145.206752,-37.957779
Government,Lynall Hall Community School,Secondary,Cnr Gleadell & Highett Street,Richmond,3121,03 9428 4421,145.002257,-37.816477
Government,Maffra Secondary College,Secondary,Bill Cane Court,Maffra,3860,03 5147 1790,146.982424,-37.964888
Government,Mansfield Secondary College,Secondary,15 View Street,Mansfield,3722,03 5775 2022,146.088565,-37.062676
Government,Maribyrnong Secondary College,Secondary,River Street,Maribyrnong,3032,03 9091 8100,144.8885143,-37.77954228
Government,Matthew Flinders Girls Secondary College,Secondary,2 Little Ryrie Street,Geelong,3220,03 4243 0500,144.353444,-38.148845
Government,Melbourne High School,Secondary,Forrest Hill,South Yarra,3141,03 9826 0711,144.995314,-37.836829
Government,Melton Secondary College,Secondary,Coburns Road,Melton,3337,03 9743 3322,144.5679855,-37.68312036
Government,Mentone Girls Secondary College,Secondary,Cnr Balcombe & Charman Rds,Mentone,3194,03 9581 5200,145.053969,-37.98035
Government,Mildura Senior College,Secondary,307-339 Deakin Avenue,Mildura,3500,03 5021 2911,142.1453901,-34.19800387
Government,Mirboo North Secondary College,Secondary,Castle Street,Mirboo North,3871,03 5667 9000,146.148821,-38.40018
Government,Monbulk College,Secondary,146-148 David Hill Road,Monbulk,3793,03 9751 9000,145.4278068,-37.88317535
Government,Montmorency Secondary College,Secondary,Para Road,Montmorency,3094,03 9422 1500,145.113611,-37.714075
Government,Mooroolbark College,Secondary,186 Manchester Road,Mooroolbark,3138,03 9727 8100,145.3142304,-37.77508326
Government,Mooroopna Secondary College,Secondary,141-179 Echuca Road,Mooroopna,3629,03 5825 2344,145.351801,-36.381782
Government,Mordialloc College,Secondary,1 Station Street,Mordialloc,3195,03 9580 1184,145.09199,-38.012301
Government,Mount Beauty Secondary College,Secondary,Tailrace Road,Mount Beauty,3699,03 5754 4005,147.167284,-36.740307
Government,Mount Eliza Secondary College,Secondary,204 Canadian Bay Road,Mount Eliza,3930,03 9787 6288,145.093813,-38.190138
Government,Mount Waverley Secondary College,Secondary,9 Lechte Road,Mount Waverley,3149,03 9803 6811,145.13163,-37.86879
Government,Mckinnon Secondary College,Secondary,291a Mckinnon Road,Mckinnon,3204,03 8520 9000,145.049119,-37.912027
Government,MacRobertson Girls High School,Secondary,350-370 Kings Way,Melbourne,3004,03 9864 7700,144.971862,-37.835886
Government,Nathalia Secondary College,Secondary,41 Chapel Street,Nathalia,3638,03 5866 2331,145.208438,-36.059901
Government,Neerim District Secondary College,Secondary,Neerim East Road,Neerim South,3831,03 5628 1455,145.95668,-38.016936
Government,Newcomb Secondary College,Secondary,81 - 85 Bellarine Highway,Newcomb,3219,03 5248 1400,144.395063,-38.171306
Government,Northcote High School,Secondary,St Georges Road,Northcote,3070,03 9488 2300,144.989706,-37.774156
Government,Norwood Secondary College,Secondary,Byron Street,Ringwood,3134,03 9871 0400,145.238246,-37.800473
Government,Numurkah Secondary College,Secondary,104 Tocumwal Road,Numurkah,3636,03 5862 1088,145.446271,-36.079948
Government,Oberon High School,Secondary,12 Pickett Crescent,Belmont,3216,03 5243 4444,144.337409,-38.18665
Government,Orbost Secondary College,Secondary,20 Arnold Street,Orbost,3888,03 5154 1084,148.466353,-37.704106
Government,Ouyen P-12 College,Pri/Sec,1-35 Fuller Street,Ouyen,3490,03 5092 1182,142.322608,-35.064571
Government,Pakenham Secondary College,Secondary,1020 Princes Highway,Pakenham,3810,03 5945 1433,145.4711008,-38.06907933
Government,Parkdale Secondary College,Secondary,Warren Road,Mordialloc,3195,03 9580 6311,145.094101,-37.989637
Government,Pascoe Vale Girls Secondary College,Secondary,Lake Avenue,Pascoe Vale,3044,03 9306 2544,144.935384,-37.717664
Government,Princes Hill Secondary College,Secondary,Arnold Street,Princes Hill,3054,03 9389 0600,144.96503,-37.783481
Government,Bellarine Secondary College,Secondary,Peninsula Drive,Drysdale,3222,03 5251 9000,144.556993,-38.191069
Government,Rainbow P-12 College,Pri/Sec,17 Albert Street,Rainbow,3424,03 5395 1063,141.9966997,-35.89446757
Government,Red Cliffs Secondary College,Secondary,55 Fitzroy Avenue,Red Cliffs,3496,03 5024 1522,142.195452,-34.298804
Government,Ringwood Secondary College,Secondary,Bedford Road,Ringwood,3134,03 9870 2002,145.239147,-37.816606
Government,Richmond High School,Secondary,6 Gleadell Street,Richmond,3121,03 8396 6399,145.001965,-37.816982
Government,Robinvale College (interim name),Pri/Sec,186 Latje Road,Robinvale,3549,03 5026 3704,142.7815451,-34.58888676
Government,Rochester Secondary College,Secondary,Edward Street,Rochester,3561,03 5484 1844,144.6986963,-36.35277863
Government,Rosebud Secondary College,Secondary,245 Eastbourne Road,Rosebud,3939,03 5986 8595,144.887447,-38.367615
Government,Rubicon Outdoor Centre,Secondary,264 Rubicon Road,Thornton,3712,03 5773 2285,145.821336,-37.294928
Government,Rutherglen High School,Secondary,40 Sheridans Bridge Road,Rutherglen,3685,02 6032 9483,146.452103,-36.062564
Government,Scoresby Secondary College,Secondary,Cavell Street,Scoresby,3179,03 9765 4100,145.2362,-37.888642
Government,Shepparton High School,Secondary,31-71 Hawdon Street,Shepparton,3630,03 5821 4322,145.415396,-36.372067
Government,St Albans Secondary College,Secondary,289 Main Road East,St Albans,3021,03 9366 2555,144.807009,-37.745308
Government,St Arnaud Secondary College,Secondary,Smith Street,St Arnaud,3478,03 5495 1811,143.250936,-36.609547
Government,Oakwood School,Secondary,319 Balaclava Road,Caulfield North,3161,03 9563 5644,145.034173,-37.87398
Government,Strathmore Secondary College,Secondary,400 Pascoe Vale Road,Strathmore,3041,03 9379 7999,144.926643,-37.73695
Government,Sunbury College,Secondary,30 Racecourse Road,Sunbury,3429,03 9744 1066,144.728687,-37.574206
Government,Sydney Road Community School,Secondary,350 Sydney Road,Brunswick,3056,03 9380 9417,144.961878,-37.769691
Government,Tallangatta Secondary College,Secondary,145 Towong Street,Tallangatta,3700,02 6071 5000,147.172667,-36.220441
Government,Thomastown Secondary College,Secondary,80-96 Main Street,Thomastown,3074,03 9465 0844,145.0019385,-37.67871605
Government,Trafalgar High School,Secondary,School Road,Trafalgar,3824,03 5633 1733,146.158302,-38.214568
Government,University High School,Secondary,77 Story Street,Parkville,3052,03 9347 2022,144.955664,-37.797009
Government,Roxburgh College,Secondary,60-70 Donald Cameron Drive,Roxburgh Park,3064,03 9930 8100,144.9294592,-37.63062884
Government,Upper Yarra Secondary College,Secondary,81-89 Little Yarra Road,Yarra Junction,3797,03 5967 1877,145.623933,-37.79209352
Government,Upwey High School,Secondary,1451 Burwood Highway,Upwey,3158,03 9754 2838,145.335356,-37.903376
