Community Name,Community Type,Population density,Area (km sq),Child Protection Services,Community Health Services,SAAP/Homelessness,Disability Services,Mental Health Services,Health/Human services sites,Dental sites,General practice sites,Pharmacy Sites,Allied Health Sites,Complementary Health Sites,Child Care/Kindergarten Sites,Residential aged care facilities,Licensed aged care places,Primary schools,Secondary school,P-12 schools,Other schools,Nearest Health Service,Distance to Nearest Health Service,Born Overseas,Speakes language other than English at home,Main cultural group 1 (name),Main cultural group 1 (percentage),Main cultural group 2 (name),Main cultural group 2 (percentage),Main cultural group 3 (name),Main cultural group 3 (percentage),Main cultural group 4 (name),Main cultural group 4 (percentage),Other cultural group (percentage)
Wonthaggi,Town,560.6919338,13.10880281,2,1,0,7,0,40,2,2,3,18,3,4,5,128,3,1,0,1,Bass Coast Regional Health,0.868519863,12.2,3.7,Anglo Saxon and Celtic,90.1,Greek,4.2,Italian,2.8,German,1.4,1.4
Woodend,Town,572.7769569,6.222317356,0,0,0,0,0,12,1,1,1,6,0,3,1,80,2,0,0,0,Kyneton District Health Service,13.46947202,13.1,3.5,Anglo Saxon and Celtic,92.1,German,2.6,South East Asian,2.6,Hispanic,1.3,1.3
Woomelang,Town,117.2169051,1.672113761,0,0,0,0,0,3,0,1,1,1,1,1,0,0,1,0,0,0,Rural Northwest Health (Hopetoun),31.16715329,5.9,1.5,Anglo Saxon and Celtic,91.4,German,3.4,Franco-Belgian,2.0,Italian,1.1,2.0
Woori Yallock,Town,1232.693875,1.684116423,0,0,0,0,0,5,0,2,1,0,0,1,0,0,0,0,0,0,Healesville and District Hospital,17.76713666,11.8,2.2,Anglo Saxon and Celtic,90.7,German,5.2,Dutch,2.1,Central European,1.0,1.0
Woorinen,Town,299.1213222,1.129976284,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,Swan Hill District Hospital (Swan Hill),11.19762541,1.5,0.0,Anglo Saxon and Celtic,69.5,Italian,14.2,Dutch,5.0,Baltic,4.3,7.1
Wunghnu,Town,220.1261572,1.344683448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Numurkah District Health Service,7.169914513,4.3,5.4,Anglo Saxon and Celtic,78.8,Italian,6.4,German,4.4,Nordic,2.0,8.5
Wycheproof,Town,92.4559635,7.679331577,0,0,0,0,0,8,0,1,1,1,0,1,2,30,0,0,1,0,East Wimmera Health Service (Wycheproof),0.890620316,4.5,1.3,Anglo Saxon and Celtic,85.2,German,3.0,Nordic,2.6,Franco-Belgian,2.2,7.0
Wyndham Vale,Suburb,2244.098472,6.946664862,0,0,0,0,0,10,0,2,1,1,0,4,1,60,2,0,1,0,Werribee Mercy Hospital,8.580310127,18.9,10.4,Anglo Saxon and Celtic,72.6,Italian,6.0,German,3.2,Hispanic,2.4,15.8
Yackandandah,Town,345.0187486,1.999891318,0,0,0,0,0,8,0,2,0,1,0,1,1,67,1,0,0,0,Beechworth Health Service,21.46919778,10.3,3.1,Anglo Saxon and Celtic,94.6,Italian,3.6,South Asian,1.8,Hispanic,0.0,0.0
Yallambie,Suburb,1508.34846,3.072234383,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Austin Hospital,5.009199294,15.4,11.5,Anglo Saxon and Celtic,72.9,Italian,7.0,German,3.0,East Asian,2.6,14.4
Yallourn North,Town,1042.887073,1.140104265,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,Latrobe Regional Hospital,18.24559347,9.0,3.1,Anglo Saxon and Celtic,86.0,Dutch,3.8,German,2.6,Franco-Belgian,2.3,5.3
Yarra Glen,Town,554.0591124,3.974305179,0,0,0,0,0,4,0,0,1,0,0,2,0,0,1,0,0,0,Healesville and District Hospital,15.5643258,11.8,2.4,Anglo Saxon and Celtic,78.2,Italian,4.4,Dutch,3.4,German,3.1,10.8
Yarra Junction,Town,388.4591394,5.259240401,0,0,0,0,2,18,1,3,1,2,0,4,2,100,1,1,0,0,Healesville and District Hospital,23.40141318,15.2,3.4,Anglo Saxon and Celtic,32.4,Italian,17.7,Hispanic,8.3,South Asian,7.8,33.9
Yarragon,Town,342.1563787,2.522238525,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,West Gippsland Healthcare Group (Warragul),12.66998207,9.4,2.8,Anglo Saxon and Celtic,91.9,German,2.5,Dutch,2.1,Franco-Belgian,1.2,2.3
Yarram,Town,368.5997188,4.850790461,0,2,1,4,3,16,0,2,2,8,0,2,4,60,2,1,0,0,Yarram and District Health Service,0.399635911,9.7,2.2,Anglo Saxon and Celtic,90.1,German,5.1,Nordic,1.4,Dutch,1.2,2.2
Yarraville,Suburb,2477.312741,5.620202798,0,0,0,2,0,39,1,6,3,10,6,6,2,115,4,0,0,1,Western Hospital (Footscray),3.040907239,26.5,26.7,Anglo Saxon and Celtic,54.1,Greek,8.8,Italian,7.7,South East Asian,4.7,24.7
Yarrawonga,Town,429.7997777,14.95347446,0,0,2,0,0,21,2,2,2,7,0,2,7,188,1,1,1,0,Yarrawonga District Health Service,2.140675248,6.4,1.5,Anglo Saxon and Celtic,85.2,German,3.8,Italian,3.3,Central European,1.4,6.4
Yea,Town,282.290016,3.315738946,0,1,0,0,0,8,0,0,1,2,0,3,4,25,2,0,0,0,Yea and District Memorial Hospital,0.586129063,9.0,2.8,Anglo Saxon and Celtic,87.8,Hispanic,4.1,Unclassified,3.1,Dutch,2.0,3.1
Yinnar,Town,432.2997853,1.39717858,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,Latrobe Regional Hospital,19.9328169,7.6,0.0,Anglo Saxon and Celtic,86.4,German,5.4,Dutch,2.5,Balkan,1.0,4.6
