Community Name,Community Type,Population density,Area (km sq),Child Protection Services,Community Health Services,SAAP/Homelessness,Disability Services,Mental Health Services,Health/Human services sites,Dental sites,General practice sites,Pharmacy Sites,Allied Health Sites,Complementary Health Sites,Child Care/Kindergarten Sites,Residential aged care facilities,Licensed aged care places,Primary schools,Secondary school,P-12 schools,Other schools,Nearest Health Service,Distance to Nearest Health Service,Born Overseas,Speakes language other than English at home,Main cultural group 1 (name),Main cultural group 1 (percentage),Main cultural group 2 (name),Main cultural group 2 (percentage),Main cultural group 3 (name),Main cultural group 3 (percentage),Main cultural group 4 (name),Main cultural group 4 (percentage),Other cultural group (percentage)
Gunbower,Town,256.5555171,1.009528086,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,Cohuna District Hospital,23.4030705,1.1,0.0,Anglo Saxon and Celtic,88.4,Afro-Arabic Muslim,5.0,German,2.2,Dutch,1.7,2.8
Hadfield,Suburb,1796.095287,3.013759927,0,0,0,0,0,5,1,1,1,0,0,1,0,0,1,0,0,0,Broadmeadows Health Service,5.207924159,31.1,42.2,Anglo Saxon and Celtic,36.7,Italian,31.5,Greek,6.7,Afro-Arabic Muslim,5.1,19.9
Hallam,Suburb,1288.626104,8.257631882,0,0,0,0,0,17,3,4,2,0,1,4,2,180,1,1,0,0,Dandenong Hospital,7.110947444,42.9,40.6,Anglo Saxon and Celtic,44.2,South Asian,7.2,Hispanic,5.9,Italian,5.5,37.3
Halls Gap,Town,36.57428797,8.229825286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Stawell Regional Health,27.83473502,13.1,6.2,Anglo Saxon and Celtic,75.9,German,12.6,Dutch,3.0,Italian,2.0,6.5
Hamilton,Town,401.2363928,24.78588727,0,8,0,12,3,44,3,2,3,17,1,7,5,140,6,1,2,1,Hamilton Base Hospital,0.220716951,6.4,1.5,Anglo Saxon and Celtic,85.7,German,7.6,Dutch,1.6,Franco-Belgian,1.2,3.9
Hamlyn Heights,Suburb,1795.173879,3.56010082,3,0,3,2,0,12,0,2,1,1,0,3,1,91,2,1,0,0,The Geelong Hospital,6.389147063,15.5,13.2,Anglo Saxon and Celtic,67.6,Central European,6.3,Italian,6.1,Balkan,5.7,14.3
Hampton,Suburb,3204.809717,4.037057155,0,0,0,4,0,42,7,1,3,14,6,7,0,0,2,0,1,1,Sandringham & District Memorial Hospital,4.172677791,20.4,10.7,Anglo Saxon and Celtic,73.8,Italian,5.3,German,3.7,Greek,3.0,14.2
Hampton East,Suburb,3190.862111,1.410590569,2,0,1,27,0,18,1,4,2,6,2,0,0,0,0,0,0,1,Sandringham & District Memorial Hospital,2.6407815,25.5,19.9,Anglo Saxon and Celtic,59.5,South Asian,5.8,Greek,4.9,German,3.8,25.9
Hampton Park,Suburb,1929.301303,13.35664884,1,0,0,0,0,22,0,5,2,0,0,8,0,0,5,1,0,0,Cranbourne Integrated Care Centre,8.927535999,41.1,35.0,Anglo Saxon and Celtic,48.1,South Asian,7.7,Hispanic,6.6,Franco-Belgian,4.1,33.4
Harcourt,Town,171.6755079,2.935771131,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Castlemaine Health,9.037994117,5.7,2.6,Anglo Saxon and Celtic,87.3,German,5.3,Nordic,2.4,Italian,1.5,3.6
Harkaway,Suburb,347.2526269,1.304525769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Casey Hospital,5.011580543,15.8,2.6,Anglo Saxon and Celtic,83.9,German,5.4,Dutch,2.7,South Asian,2.7,5.4
Harrietville,Town,54.07002255,5.215459264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpine Health (Bright),23.63139138,17.7,4.1,Anglo Saxon and Celtic,83.3,German,12.5,South East Asian,4.2,Hispanic,0.0,0.0
Harrow,Town,47.73819977,2.178548846,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,Edenhope and District Hospital,33.83502405,3.1,0.0,Anglo Saxon and Celtic,100.0,Hispanic,0.0,Franco-Belgian,0.0,Dutch,0.0,0.0
Hastings,Suburb,459.5276791,18.36886086,0,0,1,1,0,25,2,2,1,7,0,5,1,75,3,2,0,0,Frankston Hospital,17.77747577,15.2,3.0,Anglo Saxon and Celtic,83.7,German,3.3,Dutch,2.7,Italian,2.1,8.3
Hawthorn,Suburb,3880.489179,5.674284602,0,4,1,11,16,77,7,12,6,28,6,8,2,64,4,3,2,0,St Vincent's Hospital,6.020983687,26.2,19.4,Anglo Saxon and Celtic,66.3,East Asian,5.9,South Asian,5.2,Italian,4.1,18.6
Hawthorn East,Suburb,3806.720445,3.827966936,3,0,0,0,0,55,12,9,3,7,1,6,3,121,2,2,1,0,The Alfred,8.097785868,25.4,19.0,Anglo Saxon and Celtic,61.5,East Asian,6.4,South Asian,6.2,Italian,5.0,20.9
Hazeldene,Town,133.7954997,3.759468749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yea and District Memorial Hospital,31.32150803,11.2,4.9,Anglo Saxon and Celtic,83.3,Italian,4.7,Central European,2.8,German,2.3,7.0
Healesville,Town,320.7800955,24.37183637,0,0,0,0,2,22,1,6,1,8,0,3,3,75,4,1,0,0,Healesville and District Hospital,2.081232689,14.3,3.7,Anglo Saxon and Celtic,80.5,German,5.0,Dutch,4.2,Italian,2.3,8.1
Heathcote,Town,309.2275073,5.390852886,0,0,0,0,0,8,0,2,1,2,0,1,4,42,2,0,0,0,McIvor Health and Community Services (Heathcote),0.475768983,9.1,2.1,Anglo Saxon and Celtic,84.5,Italian,3.7,German,3.1,Nordic,1.3,7.4
Heatherton,Suburb,442.3220125,6.967774411,0,0,0,1,0,5,2,0,0,1,0,0,2,0,0,0,0,0,Kingston Centre,1.153504017,28.6,21.0,Anglo Saxon and Celtic,57.9,East Asian,6.3,Italian,5.9,German,4.9,25.0
Heathmont,Suburb,2101.973923,4.285971344,0,0,0,0,0,18,3,2,1,3,0,5,2,82,3,1,0,0,Maroondah Hospital,3.603349686,15.7,6.6,Anglo Saxon and Celtic,79.3,German,4.5,Italian,2.6,Dutch,2.1,11.5
Heidelberg,Suburb,1950.923498,2.974488751,2,4,4,3,35,64,8,5,6,16,4,1,1,55,2,1,0,1,Austin Hospital,1.265917847,23.5,20.4,Anglo Saxon and Celtic,63.9,Italian,9.6,East Asian,4.5,German,3.2,18.8
Heidelberg Heights,Suburb,2517.113767,2.595830227,4,0,0,3,0,24,1,1,0,9,0,3,1,0,0,0,0,0,Heidelberg Repatriation Hospital,1.843430488,22.3,21.4,Anglo Saxon and Celtic,61.4,Italian,9.5,Greek,4.3,East Asian,4.2,20.5
Heidelberg West,Suburb,1716.14831,3.164062202,0,8,0,1,0,19,2,4,1,5,0,2,3,155,1,0,0,0,Heidelberg Repatriation Hospital,1.791676301,24.9,26.5,Anglo Saxon and Celtic,59.0,Afro-Arabic Muslim,6.7,East Asian,5.2,Italian,3.9,25.1
Herne Hill,Suburb,1203.123908,2.857561035,0,0,0,0,0,5,0,0,1,1,0,2,0,0,1,1,0,0,The Geelong Hospital,6.358416833,9.7,4.2,Anglo Saxon and Celtic,81.2,German,3.3,Italian,2.9,Dutch,2.4,10.2
Heyfield,Town,234.3749049,6.95040282,0,0,0,0,0,7,1,1,1,1,0,2,1,51,2,0,0,0,Central Gippsland Health Service (Maffra),21.95492762,8.1,2.2,Anglo Saxon and Celtic,84.2,Central European,4.6,Dutch,2.7,German,2.4,6.1
Heywood,Town,225.0886718,6.024292512,2,0,0,0,1,12,0,2,1,4,0,2,4,45,0,1,0,0,Heywood Rural Health,1.912675808,4.6,1.8,Anglo Saxon and Celtic,91.3,German,2.4,Italian,2.4,Dutch,1.3,2.4
Highett,Suburb,2634.026438,3.936179171,3,0,0,6,0,28,3,4,1,13,5,4,1,60,1,0,0,0,Kingston Centre,4.118201191,23.7,17.1,Anglo Saxon and Celtic,66.5,Greek,5.7,Italian,4.4,German,3.8,19.6
Highton,Suburb,1587.965112,10.59280199,0,0,0,2,0,18,0,5,1,4,0,5,1,90,3,1,1,0,The Geelong Hospital,7.11679798,15.7,7.7,Anglo Saxon and Celtic,78.8,German,4.0,Italian,4.0,Dutch,2.2,11.1
Hillside,Suburb,2060.922146,8.40546065,0,0,0,0,0,5,0,1,0,0,0,6,0,0,2,0,0,0,Sunshine Hospital,12.8835329,24.3,31.9,Anglo Saxon and Celtic,34.8,Italian,22.3,Balkan,7.3,Hispanic,5.4,30.3
Hmas Cerberus,Suburb,80.8227157,15.57730384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frankston Hospital,29.11696712,10.0,4.9,Anglo Saxon and Celtic,87.4,Dutch,3.4,Balkan,1.7,Jewish/Armenian,1.7,5.9
Hopetoun,Town,186.8388138,3.125688866,0,0,0,0,0,7,0,2,1,6,1,2,4,33,2,1,0,0,Rural Northwest Health (Hopetoun),1.384210908,4.9,2.6,Anglo Saxon and Celtic,88.6,German,6.9,Dutch,1.8,Italian,0.7,2.0
Hoppers Crossing,Suburb,2405.700369,17.80645693,0,2,0,0,0,55,8,6,3,12,2,15,0,0,6,1,2,1,Werribee Mercy Hospital,3.162373763,25.1,22.1,Anglo Saxon and Celtic,57.2,Italian,11.7,Hispanic,4.3,Central European,3.4,23.5
Horsham,Town,491.7358676,31.55962585,18,8,6,9,7,74,3,7,5,27,2,10,5,181,4,2,0,1,Wimmera Base Hospital,1.855851915,4.7,2.5,Anglo Saxon and Celtic,79.6,German,10.4,Italian,2.7,Dutch,1.5,5.8
Hughesdale,Suburb,3573.886803,2.009576799,0,0,0,7,3,17,2,4,2,6,2,4,0,0,1,1,0,0,Monash Medical Centre (Moorabbin),4.144713797,32.8,34.2,Anglo Saxon and Celtic,48.5,Greek,18.2,East Asian,6.9,Italian,5.4,21.1
Huntingdale,Suburb,2192.003282,0.797900265,0,0,0,0,0,5,1,1,2,3,0,1,0,0,0,0,0,0,Monash Medical Centre (Clayton),2.890838671,37.6,35.6,Anglo Saxon and Celtic,46.7,Italian,9.1,Greek,9.1,East Asian,9.1,26.0
Huntly,Suburb,196.7226741,8.977104484,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,The Bendigo Hospital,11.08974992,3.7,1.0,Anglo Saxon and Celtic,88.6,German,2.6,Italian,2.6,Nordic,1.5,4.6
Hurstbridge,Town,538.3990538,6.131140047,0,0,0,0,0,10,2,1,1,2,1,2,0,0,1,0,0,0,The Northern Hospital,19.80075352,10.2,2.9,Anglo Saxon and Celtic,83.0,German,3.5,Italian,3.2,Dutch,2.1,8.3
Indented Head,Town,251.5858044,2.845947536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Geelong Hospital,34.96408044,13.4,6.4,Anglo Saxon and Celtic,78.9,Greek,6.3,Italian,5.1,German,2.1,7.6
Inglewood,Town,206.195637,3.453031357,0,0,0,0,0,6,0,1,1,1,0,1,4,35,2,0,0,0,Inglewood and District Health Service,0.821776266,5.7,0.9,Anglo Saxon and Celtic,91.4,German,2.0,Nordic,1.8,Dutch,1.1,3.8
Inverleigh,Town,172.6745836,3.515282836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Hesse Rural Health Service (Winchelsea),20.98708369,9.6,1.7,Anglo Saxon and Celtic,89.8,German,2.7,Dutch,1.9,Italian,1.9,3.7
Inverloch,Town,702.4833724,6.4613629,0,0,0,0,0,13,1,2,1,1,1,1,1,109,1,0,0,0,Bass Coast Regional Health,15.32926702,12.6,4.2,Anglo Saxon and Celtic,83.9,German,3.6,Italian,3.5,Dutch,2.5,6.4
Invermay Park,Suburb,857.1875736,2.466204673,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ballarat Hospital,4.279147169,4.1,1.5,Anglo Saxon and Celtic,87.8,German,3.5,Dutch,2.1,Italian,1.6,4.9
Ironbark,Suburb,1316.385053,0.941973625,0,0,0,2,0,4,0,2,0,0,0,0,1,40,0,0,0,0,The Bendigo Hospital,2.372866049,5.5,2.0,Anglo Saxon and Celtic,86.1,German,2.7,Italian,2.3,Greek,1.1,7.8
Ivanhoe,Suburb,2304.398117,5.147981988,0,0,0,2,0,48,7,4,3,13,6,7,1,52,3,0,2,0,Austin Hospital,2.314003482,22.7,20.6,Anglo Saxon and Celtic,61.8,Italian,10.0,Greek,5.4,East Asian,5.0,17.8
Ivanhoe East,Suburb,1854.913344,2.235144845,0,0,0,0,0,10,2,1,1,3,0,1,1,44,2,0,0,0,Austin Hospital,2.714736283,17.6,17.0,Anglo Saxon and Celtic,66.0,Italian,11.1,Greek,5.0,German,2.6,15.3
Jacana,Suburb,1531.410056,1.330799672,0,0,0,0,0,10,2,5,1,15,0,0,1,0,0,0,0,0,Broadmeadows Health Service,0,29.9,29.9,Anglo Saxon and Celtic,55.9,Italian,7.5,Hispanic,4.6,Greek,3.3,28.7
Jackass Flat,Suburb,769.0014771,0.32249613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Bendigo Hospital,3.544788411,1.3,0.0,Anglo Saxon and Celtic,91.9,German,5.4,Italian,2.0,Nordic,0.7,0.0
Jamieson,Town,181.0175964,0.546908157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Mansfield District Hospital,37.31650841,11.1,0.0,Anglo Saxon and Celtic,95.7,Franco-Belgian,1.4,Dutch,1.4,German,1.4,0.0
Jeparit,Town,114.5564203,3.317142758,0,0,0,0,0,4,0,2,0,1,1,1,2,15,1,0,0,0,West Wimmera Health Service (Jeparit),0.070951124,10.3,4.9,Anglo Saxon and Celtic,77.4,German,16.2,Italian,1.7,Balkan,1.2,3.5
Junction Village,Suburb,1100.179977,0.989838048,0,0,0,0,0,3,0,1,0,0,1,0,1,149,0,0,0,0,Cranbourne Integrated Care Centre,2.522674419,17.8,3.4,Anglo Saxon and Celtic,80.8,Dutch,4.5,German,3.9,Italian,3.8,7.0
Junortoun,Suburb,42.3938123,59.11240024,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,The Bendigo Hospital,9.172779244,6.7,1.2,Anglo Saxon and Celtic,86.6,German,4.2,Italian,2.4,Franco-Belgian,1.5,5.4
Kallista,Suburb,502.5687659,2.198704088,0,0,0,0,0,4,0,1,0,0,0,2,0,0,1,0,0,0,Angliss Hospital,8.142566214,17.5,4.8,Anglo Saxon and Celtic,79.2,German,5.8,Dutch,3.5,Central European,2.1,9.4
Kalorama,Suburb,417.2488378,2.899948161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maroondah Hospital,14.67358935,18.3,4.6,Anglo Saxon and Celtic,79.8,German,5.4,Dutch,3.5,Franco-Belgian,3.1,8.2
Kangaroo Flat,Suburb,959.8934166,9.700035274,0,0,0,0,0,14,1,2,3,2,1,2,1,50,2,1,0,1,The Bendigo Hospital,8.129493565,5.7,2.2,Anglo Saxon and Celtic,87.7,German,3.7,Italian,1.6,Dutch,1.2,5.8
Kaniva,Town,245.014871,3.032468997,0,0,0,0,0,7,0,2,2,6,1,1,4,21,0,0,0,0,West Wimmera Health Service (Kaniva),1.416993068,5.7,2.1,Anglo Saxon and Celtic,88.5,German,3.8,Italian,1.5,Hispanic,1.0,5.3
Katamatite,Town,267.2988719,0.81556648,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,Cobram District Hospital,20.62065081,8.7,4.1,Anglo Saxon and Celtic,91.3,Nordic,4.3,South Asian,4.3,Hispanic,0.0,0.0
Katandra West,Town,293.9996656,0.84013701,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,Goulburn Valley Health (Shepparton),24.25270967,0.0,0.0,Anglo Saxon and Celtic,89.5,Dutch,2.3,German,1.5,Afro-Arabic Muslim,1.5,5.3
Kealba,Suburb,2253.838215,1.495670797,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,Sunshine Hospital,3.645619206,31.1,36.3,Anglo Saxon and Celtic,34.0,Italian,17.4,Balkan,6.5,Central European,6.4,35.7
Keilor,Suburb,1497.709447,3.912641408,0,0,0,0,0,16,3,2,1,1,0,4,0,0,2,0,0,0,Sunshine Hospital,6.695644333,20.6,20.2,Anglo Saxon and Celtic,55.3,Italian,14.0,Balkan,4.6,Central European,4.1,22.1
Keilor Downs,Suburb,2431.157454,4.743419635,0,0,0,1,0,13,1,3,0,1,0,4,2,110,3,1,0,0,Sunshine Hospital,6.207473606,36.7,49.1,Anglo Saxon and Celtic,22.9,Italian,19.3,Balkan,11.9,Greek,9.0,37.0
Keilor East,Suburb,1331.2966,10.48977365,0,0,0,2,0,30,4,5,3,4,1,4,5,240,2,1,1,0,Sunshine Hospital,4.522533833,28.7,35.3,Anglo Saxon and Celtic,42.2,Italian,26.2,Greek,7.3,Balkan,3.2,21.2
Keilor Lodge,Suburb,2412.141298,0.766538843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunshine Hospital,8.608317506,27.3,32.9,Anglo Saxon and Celtic,34.0,Italian,28.3,Balkan,6.4,Greek,3.8,27.5
Keilor North,Suburb,12.15487884,12.50526657,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,Sunshine Hospital,10.42391419,18.0,23.6,Anglo Saxon and Celtic,34.6,Italian,33.1,Greek,13.2,Balkan,6.6,12.5
Keilor Park,Suburb,831.6512234,3.331925598,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,Sunshine Hospital,6.333085141,31.8,37.6,Anglo Saxon and Celtic,35.0,Italian,34.5,Greek,7.1,German,3.3,20.1
Kennington,Suburb,1617.574442,3.785915406,0,0,0,1,0,25,2,6,2,5,3,3,0,0,2,0,0,0,The Bendigo Hospital,4.314235126,6.7,3.7,Anglo Saxon and Celtic,86.1,German,4.2,Italian,1.9,Franco-Belgian,1.0,6.8
Kensington,Suburb,2647.317083,3.863534166,1,3,5,0,0,25,3,5,1,7,1,4,1,57,2,1,0,0,Western Hospital (Footscray),3.084825181,26.3,22.0,Anglo Saxon and Celtic,60.5,South East Asian,7.1,East Asian,6.6,Italian,6.3,19.5
Kerang,Town,257.3005164,15.31283363,0,1,1,2,0,26,2,2,2,7,1,2,3,86,3,1,1,0,Kerang District Health,1.774036993,4.9,2.3,Anglo Saxon and Celtic,89.8,German,3.2,Italian,1.9,Dutch,1.2,3.9
Kew,Suburb,2373.646365,10.47712935,1,0,0,21,2,126,9,7,2,28,7,11,9,469,2,2,9,2,St Vincent's Hospital,5.636384361,23.9,19.2,Anglo Saxon and Celtic,61.0,East Asian,8.7,Italian,6.4,Greek,4.2,19.8
Kew East,Suburb,1657.360547,4.032918492,0,0,0,0,0,19,4,5,1,3,1,1,0,0,2,1,0,0,Austin Hospital,5.26771255,24.4,24.0,Anglo Saxon and Celtic,56.7,Italian,9.8,East Asian,7.5,Greek,7.0,19.0
Keysborough,Suburb,2467.143786,7.559753956,0,0,0,2,0,23,1,4,3,5,2,9,1,60,2,0,2,0,Dandenong Hospital,6.12697827,46.4,51.2,Anglo Saxon and Celtic,38.1,South East Asian,13.9,East Asian,6.3,Italian,5.4,36.3
Kialla West,Town,423.8914715,0.511923487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Goulburn Valley Health (Shepparton),11.43755315,4.4,3.4,Anglo Saxon and Celtic,91.7,Italian,3.8,Franco-Belgian,1.9,Dutch,1.3,1.3
Kiewa,Town,231.5380998,1.325915693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wodonga Hospital,19.31333725,2.2,1.8,Anglo Saxon and Celtic,84.7,German,11.2,Franco-Belgian,1.0,Italian,1.0,2.0
Kilcunda,Town,188.5475103,1.898725681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bass Coast Regional Health,14.50047799,20.1,3.3,Anglo Saxon and Celtic,85.4,Italian,6.9,German,4.2,Franco-Belgian,1.4,2.1
Kilmore,Town,539.6573709,10.81426904,0,0,0,0,0,21,1,3,2,5,1,6,5,140,2,1,1,0,Kilmore and District Hospital,0.379866184,14.1,7.8,Anglo Saxon and Celtic,82.7,German,4.0,Italian,3.8,Dutch,1.9,7.6
Kilsyth,Suburb,1206.453744,9.041374407,1,0,0,4,0,18,1,3,1,2,2,5,6,324,3,0,0,0,Maroondah Hospital,7.485767864,17.6,5.3,Anglo Saxon and Celtic,80.9,German,4.2,Dutch,4.0,Italian,2.8,8.0
Kilsyth South,Suburb,986.5873218,3.343849984,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,Maroondah Hospital,8.536366706,13.5,6.3,Anglo Saxon and Celtic,73.0,German,5.2,Dutch,4.3,Italian,4.2,13.3
Kinglake,Town,260.3759981,5.879958256,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,Healesville and District Hospital,32.54683428,9.0,3.1,Anglo Saxon and Celtic,81.7,Italian,5.6,German,4.2,Franco-Belgian,1.2,7.3
Kinglake West-Pheasant Creek,Town,102.0044566,8.362379724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Northern Hospital,38.40517094,9.6,3.6,Anglo Saxon and Celtic,81.6,Italian,6.1,Eastern European,2.5,German,2.3,7.4
Kings Park,Suburb,3460.643896,2.527853273,0,0,0,2,0,5,0,1,1,1,0,1,0,0,3,0,0,0,Sunshine Hospital,5.054767966,47.9,62.8,Anglo Saxon and Celtic,20.1,South East Asian,15.2,Italian,13.7,Balkan,10.6,40.3
Kingsbury,Suburb,3071.122745,1.044243512,0,0,0,0,0,4,0,1,1,0,0,1,0,0,2,0,0,0,Heidelberg Repatriation Hospital,5.282726905,38.8,43.0,Anglo Saxon and Celtic,42.9,Italian,12.2,East Asian,11.1,Greek,8.4,25.5
Kingsville,Suburb,5113.017713,0.724425419,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,Western Hospital (Footscray),2.061914311,29.8,28.5,Anglo Saxon and Celtic,51.0,Italian,7.5,Greek,6.2,South East Asian,5.8,29.5
Knoxfield,Suburb,1318.567736,5.388422458,0,0,0,0,0,6,0,1,0,0,2,2,1,54,2,0,0,0,Angliss Hospital,6.702947455,23.6,15.6,Anglo Saxon and Celtic,68.0,German,4.6,East Asian,3.6,Italian,3.4,20.4
Koondrook,Town,232.9803538,3.52390228,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,Cohuna District Hospital,21.91712009,4.7,1.3,Anglo Saxon and Celtic,91.0,German,2.5,Italian,2.3,Nordic,1.3,2.8
Koo-Wee-Rup,Town,703.5350876,2.67932621,0,0,0,0,0,9,1,1,1,1,0,1,4,60,2,1,0,0,Kooweerup Regional Health Service,0.852046724,12.9,6.3,Anglo Saxon and Celtic,79.7,Italian,6.0,German,3.5,Dutch,3.4,7.5
Kooyong,Suburb,1743.204274,0.488755112,0,0,0,8,0,2,0,0,0,2,0,0,0,0,0,0,0,0,The Alfred,6.365314044,13.0,7.7,Anglo Saxon and Celtic,76.3,South Asian,3.9,East Asian,3.4,German,2.9,13.5
Koroit,Town,449.7120454,3.791314948,0,0,0,0,0,6,0,1,1,1,0,1,2,30,2,0,0,0,South West Healthcare (Warrnambool),15.32948738,4.2,1.0,Anglo Saxon and Celtic,90.4,German,2.6,Dutch,1.5,Italian,1.2,4.3
Korong Vale,Town,62.99630904,2.777940528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boort District Hospital,34.3606145,11.9,3.4,Anglo Saxon and Celtic,84.6,Franco-Belgian,4.9,Central European,3.5,German,2.1,4.9
Korumburra,Town,512.9172078,6.759375484,0,2,0,0,0,21,2,1,2,6,4,2,5,92,2,1,0,0,Gippsland Southern Health Service (Korumburra),0.289849507,11.3,5.7,Anglo Saxon and Celtic,82.2,Italian,6.8,German,2.9,Dutch,2.5,5.6
Kurunjang,Suburb,1134.829761,7.842586006,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,Melton Health,7.820482481,17.4,12.0,Anglo Saxon and Celtic,66.7,Italian,10.2,German,3.2,Central European,3.0,16.9
Kyabram,Town,569.4621914,10.54152513,1,5,0,1,0,23,2,3,2,9,0,2,3,102,0,1,1,0,Kyabram and District Health Service,0.685881329,6.8,3.8,Anglo Saxon and Celtic,85.2,Italian,6.0,German,3.1,Nordic,1.2,4.5
Kyneton,Town,484.0373679,9.542651677,1,1,2,8,1,27,1,4,2,11,2,3,4,151,2,2,0,0,Kyneton District Health Service,1.370498065,8.6,2.0,Anglo Saxon and Celtic,85.5,German,3.7,Italian,2.3,Franco-Belgian,1.8,6.7
Lake Boga,Town,64.98443469,12.06442749,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,Swan Hill District Hospital (Swan Hill),15.83950848,5.3,3.6,Anglo Saxon and Celtic,84.7,Italian,4.5,South East Asian,1.9,German,1.7,7.2
Lake Bolac,Town,35.79416305,5.503690637,0,0,0,0,0,3,0,1,0,5,1,1,0,0,0,0,1,0,East Grampians Health Service (Willaura),25.50382047,5.5,1.8,Anglo Saxon and Celtic,85.2,Dutch,7.4,Eastern European,7.4,Hispanic,0.0,0.0
Lake Gardens,Suburb,2605.2366,0.798391977,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,Ballarat Hospital,4.102301619,11.1,5.3,Anglo Saxon and Celtic,85.0,Dutch,2.9,German,2.9,East Asian,2.3,6.9
Lake Tyers Beach,Town,550.5279083,1.21519725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bairnsdale Regional Health Service,49.09175281,11.2,2.6,Anglo Saxon and Celtic,85.2,Dutch,2.9,German,2.9,Italian,2.1,6.8
Lake Wendouree,Suburb,610.7663777,4.589316148,2,4,0,9,22,20,2,0,1,10,5,1,0,0,0,1,0,0,Ballarat Hospital,1.598724286,7.1,2.5,Anglo Saxon and Celtic,86.4,German,4.2,Dutch,1.3,Central European,1.1,7.0
Lakes Entrance,Town,412.5799945,14.6613992,4,8,4,4,0,16,0,2,1,7,2,3,2,151,2,1,0,0,Bairnsdale Regional Health Service,40.93747245,11.2,3.8,Anglo Saxon and Celtic,84.7,Italian,4.1,German,3.1,Dutch,2.0,6.2
Lalor,Suburb,3246.872347,6.3571948,0,0,0,2,0,33,2,4,4,9,2,7,0,0,5,2,0,1,The Northern Hospital,2.592151514,44.2,60.9,Italian,23.1,Anglo Saxon and Celtic,21.8,Greek,15.6,Balkan,6.4,33.0
Lancefield,Town,346.7342568,3.593530133,0,0,0,0,0,5,0,1,0,0,0,1,0,0,2,0,0,0,Kilmore and District Hospital,22.32965228,9.7,2.0,Anglo Saxon and Celtic,85.2,Italian,4.3,German,3.7,Dutch,1.8,5.1
Lang Lang,Town,311.1522222,3.41633427,0,0,0,0,0,4,0,1,2,0,0,3,0,0,1,0,0,0,Kooweerup Regional Health Service,11.11375098,8.9,1.8,Anglo Saxon and Celtic,82.6,German,4.5,Dutch,3.5,Nordic,2.0,7.4
Langwarrin,Suburb,672.6887133,32.75363413,0,0,0,1,0,24,1,3,3,3,5,9,0,0,4,1,0,0,Frankston Hospital,7.015198994,16.0,4.0,Anglo Saxon and Celtic,80.4,German,3.9,Italian,3.8,Dutch,3.0,8.9
Langwarrin South,Suburb,132.4290067,8.48756649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frankston Hospital,7.466035853,13.4,3.5,Anglo Saxon and Celtic,77.1,Italian,6.9,German,3.9,Dutch,2.9,9.2
Lara,Town,831.220859,14.49434271,0,0,0,6,0,16,1,2,1,4,1,4,1,101,3,1,0,0,The Geelong Hospital,17.34965063,13.9,5.2,Anglo Saxon and Celtic,78.8,German,3.9,Dutch,3.9,Italian,3.5,10.0
